ex_serial|ex_type|ex_code|ex_body_part|ex_description
6765|US|ZHRUOBAF  |OT|ZHRUOBAF^Ultrasound Obstetric - Anatomy
6766|US|ZHRUOBAN  |OT|ZHRUOBAN^Ultrasound Obstetric - Anatomy
7751|US|ZHRUOBBA  |OT|ZHRUOBBA^Ultrasound Obstetric - Dating
6827|US|ZHRUOBGF  |OT|ZHRUOBGF^Ultrasound Obstetric - Growth F
6566|US|ZHRUOBGR  |OT|ZHRUOBGR^Ultrasound Obstetric - Growth
6901|US|ZHRUOBNF  |OT|ZHRUOBNF^Ultrasound NF (follow up) - 11.
6767|US|ZHRUOBNT  |OT|ZHRUOBNT^Ultrasound NT - 11.4 to 13.6 we
6271|US|ZHRUOBUD  |OT|ZHRUOBUD^Ultrasound Obstetric - Dating
7834|US|ZHRUSCR   |OT|ZHRUSCR^Ultrasound Scrotum (Testicles)
8019|US|ZHRUSHOR  |OT|ZHRUSHOR^Ultrasound Right Shoulder
975|US|ZOB1      |AB|US OBGYN ANTE NATAL CLINIC-NO REPORT
7349|US|ZPRUSZ99  |OT|ZPRUSZ990^EXAMINATION NOT PERFORMED
7994|US|ZRRRU45   |OT|ZRRRU45^US GUIDED FNA
8086|US|ZRRU01    |OT|ZRRU01^US HEAD
7976|US|ZRRU02    |OT|ZRRU02^US THYROID
7962|US|ZRRU02N   |OT|ZRRU02N^US NECK
7959|US|ZRRU04    |OT|ZRRU04^US DOPPLER AORTA
7971|US|ZRRU05    |OT|ZRRU05^US DOPPLER CAROTIDS
7868|US|ZRRU08    |OT|ZRRU08^US ABDOMEN
9070|US|ZRRU08SW  |OT|ZRRU08SW^US LIVER ELASTOGRAPHY
7876|US|ZRRU09    |OT|ZRRU09^US TESTICULAR
7875|US|ZRRU12    |OT|ZRRU12^US PELVIS
8648|US|ZRRU13    |OT|ZRRU13^US RENAL PELVIS
7970|US|ZRRU14    |OT|ZRRU14^US ABDOMEN PELVIS
7867|US|ZRRU17    |OT|ZRRU17^US RENAL
8058|US|ZRRU17P   |OT|ZRRU17P^US PAEDIATRIC RENAL
9045|US|ZRRU18    |OT|ZRRU18^US RENAL DOPPLER
7906|US|ZRRU19    |OT|ZRRU19^US PREGNANCY
8099|US|ZRRU22    |OT|ZRRU22^US ARM VEINS
7891|US|ZRRU26    |OT|ZRRU26^US LEG VEINS DVT
8084|US|ZRRU27    |OT|ZRRU27^US LEG VEINS DVT BILATERAL
8085|US|ZRRU34    |OT|ZRRU34^US DOPPLER DUPLEX STUDY
8012|US|ZRRU35    |OT|ZRRU35^US FOREIGN BODY
7870|US|ZRRU36    |OT|ZRRU36^US MSK
8057|US|ZRRU36SP  |OT|ZRRU36SP^US SPECIALISED MSK
7958|US|ZRRU37    |OT|ZRRU37^US SOFT TISSUE
7871|US|ZRRU38    |OT|ZRRU38^US SHOULDER
7878|US|ZRRU40    |OT|ZRRU40^US GUIDED INJECTION
8877|US|ZRRU40T   |OT|ZRRU40T^US GUIDED TRIGGER RELEASE
7877|US|ZRRU41    |OT|ZRRU41^US GUIDED INJECTION (HT)
8020|US|ZRRU42    |OT|ZRRU42^US BREAST
7993|US|ZRRU42B   |OT|ZRRU42B^US BREAST BILATERAL
7893|US|ZRRU43    |OT|ZRRU43^US ADDITIONAL REGION
7950|US|ZRRU44    |OT|ZRRU44^US GUIDED FNA
8011|US|ZRRU45    |OT|ZRRU45^US GUIDED CORE BIOPSY
8387|US|ZRRU46    |OT|ZRRU46^US GUIDED BOTOX INJECTION
7903|US|ZRRU47    |OT|ZRRU47^US 3D PELVIS SPECIALISED
8073|US|ZRRU48    |OT|ZRRU48^US GUIDED PERCUTANEOUS DRAINAGE
8867|US|ZRRU49    |OT|ZRRU49^US ABDOMINAL COMPRESSION STUDY
8087|US|ZRRU91    |OT|ZRRU91^US VISIT NOT COMPLETED - NO REPOR
8004|US|ZRRU92    |OT|ZRRU92^US EXAMINATION INCOMPLETE REPORT
8080|US|ZRRU93    |OT|ZRRU93^US DID NOT ATTEND - REPORT REQUIR
7571|US|ZWAI4     |OT|WAIRAU IMPORT - US - No Report
1|XR|A01       |CH|Sternum
2|XR|A02       |CH|Sterno-clavicular joints
265|XR|A03       |CH|Clavicle
342|XR|A04       |UA|Acromio-clavicular joints
87|XR|A05       |UA|Scapula
20|XR|A06       |UA|Shoulder
7239|XR|A062      |UA|Both Shoulders
107|XR|A07       |UA|Humerus
16|XR|A08       |LA|Elbow joint
90|XR|A09       |LA|Forearm
25|XR|A10       |WR|Hand and/or wrist joint
7238|XR|A102      |WR|Both Hands and/or Wrist Joints
95|XR|A11       |WR|Finger/Thumb
863|XR|A20       |OT|Bone Age
882|XR|A50       |OT|Adult Skeletal Survey
1063|XR|A55       |OT|Child's Skeletal Survey
3239|XR|AZ10      |OT|Unsuccessful x-ray - report
189|XR|B01       |PV|Sacro-iliac joints
26|XR|B02       |PV|Pelvis or hip(s) - (1 projection)
88|XR|B03       |PV|Pelvis +1 hip joint
195|XR|B04       |PV|Pelvis +2 hip joints
21|XR|B05       |PV|Hip Joint (>1 projection)
27|XR|B06       |PV|Femur
34|XR|B07       |LL|Knee joint
82|XR|B08       |LL|Knee joint (+skyline/obliques)
954|XR|B082      |LO|Both Knees
126|XR|B09       |LL|Tibia and fibula
85|XR|B10       |FT|Ankle joint
18|XR|B12       |FT|Foot
7237|XR|B122      |FT|Both Feet
94|XR|B13       |FT|Toe
469|XR|B15       |FT|Os Calcis (ASHBURTON ONLY)
470|XR|B16       |FT|FOOT/ANKLE + WEIGHTBEARING (ASHBURTON)
3046|XR|B18       |OT|CRG Xray Visionaire
3047|XR|B19       |OT|DHB Xray Visionaire
164|XR|B21       |OT|Leg lengths (any method)
3912|XR|B23       |HD|Mastoids
645|XR|B45       |OT|II, 30mins (NMDHB) - NO REPORT
646|XR|B46       |OT|II, 1 Hour (NMDHB) - NO REPORT
647|XR|B47       |OT|II, 2 Hours (NMDHB) - NO REPORT
849|XR|B49       |OT|II, 3 Hours (NMDHB) - NO REPORT
850|XR|B50       |OT|II, 4 Hours (NMDHB) - NO REPORT
45|XR|C01       |SP|Cervical spine
54|XR|C02       |SP|Thoracic spine
14|XR|C03       |SP|Lumbar spine incl.lumbo-sacral joint
43|XR|C04       |SP|Sacro-coccygeal spine
180|XR|C05       |SP|Thoraco-lumbar junction
273|XR|C07       |SP|Cervico-thoracic junction
479|XR|C08       |SP|Lumbar Spine (ASHBURTON ONLY)
109|XR|C10       |SP|Scoliosis (1 view only)
163|XR|C11       |SP|Scoliosis (2 views)
7160|XR|CR01      |OT|REFERRED UNDER WRONG URGENCY CATEGORY
7161|XR|CR02      |OT|DOES NOT MEET HEALTH PATHWAYS CRITERIA
22|XR|D01       |HD|Nasal sinuses
119|XR|D02       |HD|Nasopharynx
295|XR|D03       |HD|Mastoids (bilateral) (SCDHB Use)
201|XR|D04       |NK|Larynx and/or trachea
101|XR|D05       |CH|Thoracic inlet
12|XR|D06       |CH|Chest (single projection)
3|XR|D07       |CH|Chest (> 1 film)
42|XR|D08       |CH|Chest and Thoracic Cage
266|XR|D09       |CH|Chest with both oblique projections
284|XR|D11       |CH|Decub Chest
35|XR|D20       |CH|Ward Chest
450|XR|D99       |CH|Immigration/medical chest
6836|XR|D99UFM    |CH|Immigration Chest Up Front
945|XR|F006      |HD|LAT CEPH
416|XR|F01       |HD|Upper teeth
415|XR|F02       |HD|Lower teeth
140|XR|F03       |HD|Mandible or OPG
198|XR|F04       |HD|Temporo-mandibular joints
252|XR|F05       |HD|Salivary gland
279|XR|F07       |NK|Pharynx  ST Neck
48|XR|F08       |AB|Abdomen (single projection)
32|XR|F09       |AB|Abdomen (> 1 projection)
875|XR|F74       |OT|ICAT
7145|XR|FAST      |OT|MCI - Any x-ray projection
63|XR|G02       |AB|IVU (incl plain film)
46|XR|J01       |HD|Skull
244|XR|J02       |HD|Nasal Bones
55|XR|J03       |HD|Facial bones
223|XR|J04       |HD|Orbits for FB
485|XR|J05       |HD|Orbits (ASHBURTON ONLY)
275|XR|J06       |HD|Auditory canals (plain films only)
3845|XR|J88       |HD|CR/DX QA TESTING
405|XR|K02       |OT|Additional region
332|XR|K03       |OT|Opposite side for comparison
81|XR|K10       |OT|Stress/Weightbearing funct views
7166|XR|K100      |OT|TESTING-With Report
7167|XR|K101      |OT|TESTING-No Report
1060|XR|K11       |OT|Stress/Weightbearing funct views
7214|XR|K13       |OT|Additional view
138|XR|K15       |OT|Limbs in traction (any single visit)
236|XR|K40       |OT|Child's Skeletal Survey
385|XR|K92       |OT|Post Mortem examination (+area code)
3263|XR|M09       |OT|Hookwire Breast Specimen - CR- NO REPORT
3281|XR|M45       |CH|Pathology Specimen - XRAY - NO REPORT
388|XR|N01       |CH|Neonate chest-single view
413|XR|N02       |CH|Neonate chest (2 views)
452|XR|N03       |CH|Neonate chest (lateral only)
414|XR|N05       |AB|Neonate abdomen (single view)
451|XR|N06       |AB|Neonate abdomen (2 views)
445|XR|N11       |CH|Neonate chest/abdo (single view)
1062|XR|N12       |CH|Neonate chest/abdo (two views)
7487|XR|NM01      |CH|Sterno-Clavicular (NMDHB-NO REPORT)
7488|XR|NM02      |CH|Clavicle (NMDHB-NO REPORT)
7489|XR|NM03      |CH|Acromio-Clavicular (NMDHB-NO REPORT)
7490|XR|NM04      |UA|Shoulder (NMDHB - NO REPORT)
7491|XR|NM05      |UA|Humerus (NMDHB-NO REPORT)
7492|XR|NM06      |LA|Elbow (NMDHB-NO REPORT)
7493|XR|NM07      |LA|Forearm (NMDHB- NO REPORT)
7494|XR|NM08      |WR|Hand (NMDHB-NO REPORT)
7495|XR|NM09      |WR|Wrist (NMDHB-NO REPORT)
7496|XR|NM10      |WR|Finger/Thumb (NMDHB-NO REPORT)
7497|XR|NM11      |PV|Pelvis/Hip Joint (NMDHB-NO REPORT)
7498|XR|NM12      |PV|Femur (NMDHB-NO REPORT)
7499|XR|NM13      |LL|Knee Joint (NMDHB-NO REPORT)
7500|XR|NM14      |LL|Tibia/Fibula (NMDHB- NO REPORT)
7501|XR|NM15      |FT|Ankle (NMDHB-NO REPORT)
7502|XR|NM16      |FT|Foot (NMDHB-NO REPORT)
7503|XR|NM17      |FT|Toes (NMDHB-NO REPORT)
5772|XR|NMDENT    |NS|NMDHB Dental Imaging - NO REPORT
3012|XR|O01       |HD|Upper teeth - NO REPORT
3013|XR|O02       |HD|Lower teeth - NO REPORT
3016|XR|O03       |HD|Mandible + OPG - NO REPORT
3018|XR|O04       |HD|Temporo-mandibular joints (TMJs)
3019|XR|O06       |HD|LAT CEPH - NO REPORT
7216|XR|O07       |HD|CEPH PA - NO REPORT
80|XR|O40       |OT|OT - Plain X-rays 30mins, No Report
66|XR|O41       |OT|OT - Plain X-rays 1 Hour, No Report
57|XR|O45       |OT|II, 30 Mins (CDHB) - NO REPORT
108|XR|O46       |OT|II, 1 Hour (CDHB) - NO REPORT
56|XR|O47       |OT|II, 2 Hours (CDHB) - NO REPORT
460|XR|O48       |OT|Perc Stone Removal in OT
868|XR|O55       |OT|II, 30 mins (Report Required)
869|XR|O56       |OT|II, 1 Hour (Report Required)
870|XR|O57       |OT|II, 2 Hours (Report Required)
894|XR|O58       |OT|Op Cholangiogram (NMDHB)
2432|XR|OTH       |OT|XRAY Other area for ACC
7230|XR|PANDEMICXR|NA|Pandemic appt delay/reschedule XR
29|XR|T01       |OT|Plain Tomography < 10 cuts
194|XR|T02       |OT|Plain Tomography < 20 cuts
437|XR|T03       |OT|Plain Tomography < 30 cuts
871|XR|V35       |CH|PICC/Portacath/Hickman in OT
949|XR|Z001      |OT|Unsuccessful x-ray - no report
322|XR|Z02       |OT|Kaikoura Hospital Report
253|XR|Z03       |OT|Hanmer Springs Medical Centre
8247|XR|ZBRXR001  |OT|ZBRXR001^XR - Skull
8194|XR|ZBRXR002  |OT|ZBRXR002^XR - Facial Bones
8254|XR|ZBRXR004  |OT|ZBRXR004^XR - Orbits (Pre-MRI)- NO CHARG
8313|XR|ZBRXR005  |OT|ZBRXR005^XR - Nasal
8901|XR|ZBRXR008  |OT|ZBRXR008^XR - Mandible
8328|XR|ZBRXR009  |OT|ZBRXR009^XR - Temporo-mandibular Joint
8148|XR|ZBRXR011  |OT|ZBRXR011^XR - Chest (PA & Lat Projection
8149|XR|ZBRXR012  |OT|ZBRXR012^XR - Chest and Ribs
8326|XR|ZBRXR014  |OT|ZBRXR014^XR - Sternum
8209|XR|ZBRXR015  |OT|ZBRXR015^XR - Clavicle
8921|XR|ZBRXR016  |OT|ZBRXR016^XR - Sternoclavicular Joints
8212|XR|ZBRXR017  |OT|ZBRXR017^XR - Acromioclavicular Joints (
8928|XR|ZBRXR018  |OT|ZBRXR018^XR - Scapula
8156|XR|ZBRXR019  |OT|ZBRXR019^XR - Shoulder
8379|XR|ZBRXR020  |OT|ZBRXR020^XR - Shoulder Bilateral
8317|XR|ZBRXR021  |OT|ZBRXR021^XR - Humerus
8199|XR|ZBRXR023  |OT|ZBRXR023^XR - Elbow
8358|XR|ZBRXR024  |OT|ZBRXR024^XR - Elbow Bilateral
8202|XR|ZBRXR025  |OT|ZBRXR025^XR - Forearm
8173|XR|ZBRXR026  |OT|ZBRXR026^XR - Wrist
8340|XR|ZBRXR027  |OT|ZBRXR027^XR - Wrist (Bilateral)
8132|XR|ZBRXR028  |OT|ZBRXR028^XR - Hand
8189|XR|ZBRXR029  |OT|ZBRXR029^XR - Hand (Bilateral)
8304|XR|ZBRXR030  |OT|ZBRXR030^XR - Bone Age Study
8308|XR|ZBRXR031  |OT|ZBRXR031^XR - Hand and Wrist
8228|XR|ZBRXR033  |OT|ZBRXR033^XR - Pelvis
8150|XR|ZBRXR034  |OT|ZBRXR034^XR - Pelvis and Hip Unilateral
9043|XR|ZBRXR03401|OT|ZBRXR034PR^XR - Pelvis & Hip Post-Reduct
8236|XR|ZBRXR035  |OT|ZBRXR035^XR - Hips Bilateral incl Pelvis
8252|XR|ZBRXR036  |OT|ZBRXR036^XR - Femur
8157|XR|ZBRXR037  |OT|ZBRXR037^XR - Knee  (two projections)
8226|XR|ZBRXR038  |OT|ZBRXR038^XR - Knee (Bilateral)
8133|XR|ZBRXR039  |OT|ZBRXR039^XR   Knee Multi Views (incl int
8239|XR|ZBRXR041  |OT|ZBRXR041^XR - Tibia & Fibula
8293|XR|ZBRXR043  |OT|ZBRXR043^XR - Leg Lengths
8130|XR|ZBRXR044  |OT|ZBRXR044^XR - Ankle
8129|XR|ZBRXR046  |OT|ZBRXR046^XR - Foot
8292|XR|ZBRXR047  |OT|ZBRXR047^XR - Foot (Bilateral)
8797|XR|ZBRXR048  |OT|ZBRXR048^XR - Ankle and Foot (non acc)
8334|XR|ZBRXR050  |OT|ZBRXR050^XR- Abdomen
8147|XR|ZBRXR052  |OT|ZBRXR052^XR - Cervical Spine
8359|XR|ZBRXR053  |OT|ZBRXR053^XR - Cervical Spine (2 proj)
8151|XR|ZBRXR054  |OT|ZBRXR054^XR - Thoracic Spine
8142|XR|ZBRXR055  |OT|ZBRXR055^XR - Lumbar Spine
8294|XR|ZBRXR056  |OT|ZBRXR056^XR- Sacro-coccygeal spine
8364|XR|ZBRXR057  |OT|ZBRXR057^XR - Spine Two Regions
8296|XR|ZBRXR058  |OT|ZBRXR058^XR - Full Spine (+ stitching)
8158|XR|ZBRXR059  |OT|ZBRXR059^XR - Additional View
8131|XR|ZBRXR060  |OT|ZBRXR060^XR - ACC Surcharge
8205|XR|ZBRXRCOR  |OT|ZBRXRCORIN^XR - CORIN PROTOCOL
3425|XR|ZCMA01    |OT|ZCMA01^STERNUM
3469|XR|ZCMA02    |OT|ZCMA02^STERNO-CLAVICULAR JOINTS
3463|XR|ZCMA03    |OT|ZCMA03^CLAVICLE
3464|XR|ZCMA04    |OT|ZCMA04^ACROMIO-CLAVICULAR JOINT
3506|XR|ZCMA05    |OT|ZCMA05^SCAPULA
3389|XR|ZCMA06    |OT|ZCMA06^SHOULDER
3390|XR|ZCMA07    |OT|ZCMA07^HUMERUS
3406|XR|ZCMA08    |OT|ZCMA08^ELBOW
3484|XR|ZCMA09    |OT|ZCMA09^FOREARM
3412|XR|ZCMA10    |OT|ZCMA10^HAND OR WRIST
3536|XR|ZCMA10BA  |OT|ZCMA10BABY^UPPER LIMB INFANT ACC
3467|XR|ZCMA11    |OT|ZCMA11^ARTHROGRAM UPPER LIMB
3407|XR|ZCMA12    |OT|ZCMA12^XRAY ADDITIONAL REGION ACC
3595|XR|ZCMA14    |OT|ZCMA14^TOMOGRAPHY UPPER LIMB
3495|XR|ZCMB01    |OT|ZCMB01^SACRO-ILIAC JOINTS
3402|XR|ZCMB02    |OT|ZCMB02^PELVIS(AP VIEW)
3417|XR|ZCMB04    |OT|ZCMB04^PELVIS & 2 HIP JOINTS
3589|XR|ZCMB05    |OT|ZCMB05^HIP JOINT (AP & LATERAL)
3401|XR|ZCMB06    |OT|ZCMB06^FEMUR
3398|XR|ZCMB07    |OT|ZCMB07^KNEE JOINT
3472|XR|ZCMB08    |OT|ZCMB08^KNEE JOINT/PATELLA/IC VIEWS
3421|XR|ZCMB09    |OT|ZCMB09^TIBIA & FIBULA
3551|XR|ZCMB09BA  |OT|ZCMB09BABY^LOWER LIMB INFANT
3394|XR|ZCMB10    |OT|ZCMB10^ANKLE
3597|XR|ZCMB11    |OT|ZCMB11^ANKLE & SPECIAL VIEWS
3392|XR|ZCMB12    |OT|ZCMB12^FOOT
3617|XR|ZCMB13    |OT|ZCMB13^FOOT & WEIGHT BEARING
3476|XR|ZCMB14    |OT|ZCMB14^ARTHROGRAM(LOWER LIMB)
3427|XR|ZCMB18    |OT|ZCMB18^VISIONAIRE XRAY LONG LEGS
3399|XR|ZCMBD     |OT|ZCMBD^BONE DENSITY
3510|XR|ZCMBDCOM  |OT|ZCMBDCOMBO^BONE DENSITOMETRY COMBO
3532|XR|ZCMBIL    |OT|ZCMBIL^BILATERAL
3420|XR|ZCMBUCKY  |OT|ZCMBUCKY^BUCKY ALIGNMENT
3395|XR|ZCMC01    |OT|ZCMC01^CERVICAL SPINE
3381|XR|ZCMC02    |OT|ZCMC02^THORACIC SPINE
3378|XR|ZCMC03    |OT|ZCMC03^LUMBAR SPINE
3424|XR|ZCMC04    |OT|ZCMC04^SACRUM & COCCYX
3572|XR|ZCMC05    |OT|ZCMC05^SCOLIOSIS SPINE ACC
3493|XR|ZCMC06    |OT|ZCMC06^THORACO-LUMBAR SPINE
3565|XR|ZCMC07    |OT|ZCMC07^UPPER THORACIC/CERVICAL SPINE
3584|XR|ZCMCRU    |OT|ZCMCRU^CERVIVAL SPINE RUGBY SCREENING
3585|XR|ZCMCS     |OT|ZCMCS^COMMUNITY SERVICES CARD
3483|XR|ZCMD01    |OT|ZCMD01^SINUSES
3521|XR|ZCMD02    |OT|ZCMD02^NASOPHARYNX/ST NECK
3553|XR|ZCMD03    |OT|ZCMD03^MASTOIDS
3562|XR|ZCMD04    |OT|ZCMD04^LARYNX
3490|XR|ZCMD05    |OT|ZCMD05^THORACIC INLET
3377|XR|ZCMD06    |OT|ZCMD06^CHEST (PA VIEW)
3400|XR|ZCMD07    |OT|ZCMD07^CHEST(PA & LATERAL VIEW)
3397|XR|ZCMD08    |OT|ZCMD08^RIBS/THORACIC CAGE
3619|XR|ZCMD1     |OT|ZCMD1^SINOGRAM
3627|XR|ZCMD6-    |OT|ZCMD6-^CHEST(CHILD-AP VIEW)
3579|XR|ZCMDVT    |OT|ZCMDVT^DOPPLER SCAN FOR DVT
3489|XR|ZCMF03    |OT|ZCMF03^MANDIBLE
3518|XR|ZCMF04    |OT|ZCMF04^T.M. JOINTS
3516|XR|ZCMF05    |OT|ZCMF05^SALIVARY GLANDS(PLAIN FILMS)
3569|XR|ZCMF07    |OT|ZCMF07^PHARYNX
3403|XR|ZCMF08    |OT|ZCMF08^ABDOMEN(ONE VIEW)
3405|XR|ZCMF09    |OT|ZCMF09^ABDOMEN(ERECT & SUPINE)
3557|XR|ZCMF10    |OT|ZCMF10^BARIUM MEAL/SWALLOW
3568|XR|ZCMF14    |OT|ZCMF14^SMALL BOWEL STUDY
3564|XR|ZCMF16    |OT|ZCMF16^BARIUM ENEMA
3618|XR|ZCMFLS    |OT|ZCMFLS^FATTY LIVER STUDY CT
3524|XR|ZCMFSI    |OT|ZCMFSI^FLUOROSCOPY INJECTION/ASPIRATION
3577|XR|ZCMG11    |OT|ZCMG11^I.V.U.TOMO'S & CONTRAST
3479|XR|ZCMH04    |OT|ZCMH04^MAMMOGRAM(BILATERAL)
3509|XR|ZCMH04CO  |OT|ZCMH04COMBO^MAMMOGRAPHY COMBO
3576|XR|ZCMH04RE  |OT|ZCMH04RECALL^RECALLED MAMMO - ACC
3494|XR|ZCMH05    |OT|ZCMH05^MAMMOGRAM(UNILATERAL)
3573|XR|ZCMH07    |OT|ZCMH07^BREAST DUCTOGRAM
3393|XR|ZCMIMM    |OT|ZCMIMM^IMMIGRATION CHEST X-RAY
3418|XR|ZCMJ01    |OT|ZCMJ01^SKULL
3513|XR|ZCMJ02    |OT|ZCMJ02^NASAL BONES
3470|XR|ZCMJ03    |OT|ZCMJ03^FACIAL BONES
3604|XR|ZCMK88    |OT|ZCMK88^DID NOT ATTEND
3582|XR|ZCMLAT    |OT|ZCMLAT^LATERAL SPINE
3515|XR|ZCMMSD    |OT|ZCMMSD^MERCK SHARP AND DOHME SCAN
3554|XR|ZCMNCX    |OT|ZCMNCX^NORTH CANTERBURY XRAY
3656|XR|ZCMNCXFE  |OT|ZCMNCXFEET^BOTH FEET XRAYED AT NCX
3657|XR|ZCMNCXHA  |OT|ZCMNCXHANDS^BOTH HANDS XRAYED AT NCX
3496|XR|ZCMPFR    |OT|ZCMPFR^PLAIN FILM READING
3426|XR|ZCMPMG    |OT|ZCMPMG^PAIN MANAGEMENT PROCEDURE
3603|XR|ZCMRIC    |OT|ZCMRIC^RICARTON RADIOLOGY
3523|XR|ZCMS20    |OT|ZCMS20^Fluoroscopy (per half hour)
3388|XR|ZCMU09SH  |OT|ZCMU09SHO^ULTRASOUND SHOULDER
3164|XR|ZCRA01    |OT|ZCRA01^Sternum
3252|XR|ZCRA02    |OT|ZCRA02^Sterno-clavicular joints
3172|XR|ZCRA03    |OT|ZCRA03^Clavicle
3254|XR|ZCRA04    |OT|ZCRA04^Acromio-clavicular joints
3243|XR|ZCRA05    |OT|ZCRA05^Scapula
3056|XR|ZCRA06    |OT|ZCRA06^Shoulder
3127|XR|ZCRA07    |OT|ZCRA07^Humerus
3101|XR|ZCRA08    |OT|ZCRA08^Elbow joint
3102|XR|ZCRA09    |OT|ZCRA09^Forearm
3068|XR|ZCRA10    |OT|ZCRA10^Hand and/or wrist joint
3100|XR|ZCRA12    |OT|ZCRA12^Finger/Thumb
3369|XR|ZCRA13    |OT|ZCRA13^Wrist for Bone Age
3262|XR|ZCRA15    |OT|ZCRA15^Upper limb (infant)
6291|XR|ZCRA18    |OT|ZCRA18^bilateral hands
7797|XR|ZCRADD02  |OT|ZCRADD021^Xray Op Template
6757|XR|ZCRADD07  |OT|ZCRADD077^Bard Clip
6821|XR|ZCRADD0701|OT|ZCRADD078^Retractable Wire
6896|XR|ZCRADD0702|OT|ZCRADD079^V Mark Clip
6824|XR|ZCRADD0803|OT|ZCRADD080^NRL AFTER HRS BIOPSY SPECIMENS
8757|XR|ZCRADZ98  |OT|ZCRADZ981^XR Mobile & Exam Charge
3201|XR|ZCRB01    |OT|ZCRB01^Sacro-iliac joints
3044|XR|ZCRB02    |OT|ZCRB02^Pelvis
3022|XR|ZCRB03    |OT|ZCRB03^Pelvis plus hip joint
3067|XR|ZCRB04    |OT|ZCRB04^Both Hip Joints AP & Lat
3192|XR|ZCRB05    |OT|ZCRB05^Hip joint Unilat. (2 projections)
3042|XR|ZCRB06    |OT|ZCRB06^Femur
3066|XR|ZCRB07    |OT|ZCRB07^Knee joint
3075|XR|ZCRB08    |OT|ZCRB08^Knee joint (3 views)
3072|XR|ZCRB09    |OT|ZCRB09^Tibia and Fibula
3060|XR|ZCRB10    |OT|ZCRB10^Ankle joint
3666|XR|ZCRB11    |OT|ZCRB11^Ankle jt +stress views.
3045|XR|ZCRB12    |OT|ZCRB12^Foot/Toe
3205|XR|ZCRB13    |OT|ZCRB13^Foot + extra views
3356|XR|ZCRB16    |OT|ZCRB16^Hallux/Toe
6187|XR|ZCRB17    |OT|ZCRB17^Bilateral feet
3246|XR|ZCRB18    |OT|ZCRB18^Long Legs
3194|XR|ZCRB20    |OT|ZCRB20^Lower limb (infant)
3688|XR|ZCRB27    |OT|ZCRB27^Additional Single View Extremity
8696|XR|ZCRBSA60  |OT|ZCRBSA600^BSA Assessment
8697|XR|ZCRBSA6001|OT|ZCRBSA603^BSA US Core Biopsy or FNA (Rad
8742|XR|ZCRBSA6002|OT|ZCRBSA607^BSA MG VA Excision (Rad)
8743|XR|ZCRBSA6003|OT|ZCRBSA601^BSA Stereotactic Core Biopsy (
8887|XR|ZCRBSA6004|OT|ZCRBSA604^BSA US Core Biopsy or FNA (Son
8927|XR|ZCRBSA6005|OT|ZCRBSA609^BSA XR Specimen
8976|XR|ZCRBSA6006|OT|ZCRBSA608^BSA Localisation
9076|XR|ZCRBSA6007|OT|ZCRBSA602^BSA Stereotactic Core Biopsy (
3040|XR|ZCRC01    |OT|ZCRC01^Cervical spine
3063|XR|ZCRC02    |OT|ZCRC02^Thoracic spine
3062|XR|ZCRC03    |OT|ZCRC03^Lumbo-Sacral Spine
3107|XR|ZCRC04    |OT|ZCRC04^Sacro-coccygeal spine
3079|XR|ZCRC06    |OT|ZCRC06^Lower Thoracic & Lumbar Spine
3229|XR|ZCRC07    |OT|ZCRC07^Cervical & Upper Thoracic Spine
3103|XR|ZCRC08    |OT|ZCRC08^Lumbar spine
3167|XR|ZCRC09    |OT|ZCRC09^Lumbar spine and sacrum
3144|XR|ZCRC10    |OT|ZCRC10^Lateral Thoracic & Lumbar Spine
3363|XR|ZCRC11    |OT|ZCRC11^Spine Scoliosis Views AP
3283|XR|ZCRC12    |OT|ZCRC12^Spine Scoliosis Views AP & Lat
3135|XR|ZCRD01    |OT|ZCRD01^Nasal sinuses
3364|XR|ZCRD02    |OT|ZCRD02^Nasopharynx
3385|XR|ZCRD04    |OT|ZCRD04^Larynx
3193|XR|ZCRD05    |OT|ZCRD05^Thoracic inlet
3024|XR|ZCRD06    |OT|ZCRD06^Chest (PA projection)
3070|XR|ZCRD07    |OT|ZCRD07^Chest (PA & Lateral)
3129|XR|ZCRD08    |OT|ZCRD08^Chest & Ribs
3041|XR|ZCRD09    |OT|ZCRD09^In-Patient Chest
3089|XR|ZCRD21    |OT|ZCRD21^Ward Chest (PMH) (no modifiercode
3282|XR|ZCRD22    |OT|ZCRD22^Aust. Chest Visa & Postage
3665|XR|ZCRD25    |OT|ZCRD25^Immigration Chest
6099|XR|ZCRD26    |OT|ZCRD26^Temporay Immigration Visa
6440|XR|ZCRD27    |OT|ZCRD27^Pregnancy Declaration & Photo
6091|XR|ZCRD28    |OT|ZCRD28^E-Medical Visa Reviewed by Panel
6547|XR|ZCRD29    |OT|ZCRD29^Half Australia UFM
3148|XR|ZCRF03    |OT|ZCRF03^Mandible
3187|XR|ZCRF04    |OT|ZCRF04^Temporo-mandibular joints
3202|XR|ZCRF05    |OT|ZCRF05^Salivary gland
3505|XR|ZCRF07    |OT|ZCRF07^Pharynx
3034|XR|ZCRF08    |OT|ZCRF08^Abdomen (single view)
3032|XR|ZCRF09    |OT|ZCRF09^Abdomen (2 views)
3052|XR|ZCRF70    |OT|ZCRF70^Dental OPG
3245|XR|ZCRF71    |OT|ZCRF71^Dental Lateral Cephalostat
